International,Curricular units 2nd sem (evaluations),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Curricular units 2nd sem (enrolled),GDP,Curricular units 2nd sem (credited),Curricular units 2nd sem (approved),Father's occupation,Curricular units 1st sem (evaluations),Curricular units 1st sem (grade),Age at enrollment,Course,Target
-0.15968211351302047,-2.0426298922341317,-1.963488622985818,-1.5212573894487615,-2.838336574047069,0.7657608350016586,-0.2824423108896146,-1.4715268805263029,0.44908720301942695,-1.9860682178113247,-2.1971023927998012,-0.4303628237699172,-1.8237438979489093,Dropout
-0.15968211351302047,-0.522682374307949,0.6595617086953641,0.41804988869588977,-0.10572600419086509,0.347199421388147,-0.2824423108896146,0.5189036900347545,-0.7864611714569072,-0.5501920153441097,0.6935986007230146,-0.562167955812708,0.25415305851917774,Graduate
-0.15968211351302047,-2.0426298922341317,-1.963488622985818,-1.5212573894487615,-0.10572600419086509,0.7657608350016586,-0.2824423108896146,-1.4715268805263029,0.44908720301942695,-1.9860682178113247,-2.1971023927998012,-0.562167955812708,-1.1311115791262136,Dropout
-0.15968211351302047,0.49061597097617293,0.41644972673466946,0.41804988869588977,-0.10572600419086509,-1.3755112388527264,-0.2824423108896146,0.1871652616079113,-0.7864611714569072,-0.07156661452170462,0.575610805069022,-0.4303628237699172,1.1776628169494385,Graduate
-0.15968211351302047,-0.522682374307949,0.531608033979209,0.09483200900511457,-0.10572600419086509,0.347199421388147,-0.2824423108896146,0.5189036900347545,0.44908720301942695,0.1677460858894979,0.3494675300655365,2.864765477299852,-1.592866458341344,Graduate
-0.15968211351302047,2.263888075223386,0.24371226586785955,0.09483200900511457,-0.561161099166899,-0.4062111231161736,-0.2824423108896146,0.1871652616079113,0.03723774486064886,0.40705878630070047,0.2511443670205428,3.5237911375138076,1.639417696164569,Graduate
-0.15968211351302047,-0.01603320166588802,0.7897545727190521,0.7412677683866652,0.8051441857612028,-1.7896667428492532,-0.2824423108896146,1.1823805468884399,0.655011932098816,0.1677460858894979,0.5490635510468739,-0.6939730878554987,0.4850304981267429,Graduate
-0.15968211351302047,-0.7760069606289794,-1.963488622985818,-1.5212573894487615,-0.561161099166899,-1.7896667428492532,-0.2824423108896146,-1.4715268805263029,0.44908720301942695,-0.7895047157553121,-2.1971023927998012,-0.16675255968433564,0.25415305851917774,Dropout
6.262442160865185,-0.2693577879869185,0.7509571906354752,0.41804988869588977,-0.10572600419086509,-0.4062111231161736,-0.2824423108896146,0.5189036900347545,0.44908720301942695,-0.07156661452170462,0.6677887704237037,-0.29855769172712643,0.023275618911612492,Graduate
-0.15968211351302047,1.5039143162602948,0.6275732900163254,0.09483200900511457,-0.10572600419086509,1.545606837207885,-0.2824423108896146,-0.8080500236726171,0.03723774486064886,0.1677460858894979,0.15675413049734882,-0.6939730878554987,0.023275618911612492,Dropout
-0.15968211351302047,-0.2693577879869185,0.7619246484682881,0.41804988869588977,-0.10572600419086509,0.347199421388147,-0.2824423108896146,0.1871652616079113,0.03723774486064886,-0.5501920153441097,0.3494675300655365,-0.6939730878554987,0.9467853773418734,Graduate
-0.15968211351302047,-0.01603320166588802,0.5727360008522587,0.7412677683866652,0.8051441857612028,-0.7498720732409514,-0.2824423108896146,0.8506421184615972,0.44908720301942695,-0.07156661452170462,0.5313653816987748,-0.6939730878554987,0.4850304981267429,Graduate
-0.15968211351302047,-2.0426298922341317,-1.963488622985818,-1.5212573894487615,-0.10572600419086509,-0.7498720732409514,-0.2824423108896146,-1.4715268805263029,0.44908720301942695,-0.5501920153441097,-2.1971023927998012,-0.562167955812708,1.4085402565570038,Dropout
-0.15968211351302047,-0.01603320166588802,0.14774700983074346,0.41804988869588977,-0.10572600419086509,1.545606837207885,-0.2824423108896146,0.1871652616079113,0.03723774486064886,-0.31087931493290716,-0.01432817320094054,-0.29855769172712643,0.25415305851917774,Graduate
-0.15968211351302047,-0.7760069606289794,0.339677521904976,-0.22838587068566066,-0.561161099166899,0.7657608350016586,-0.2824423108896146,0.1871652616079113,-0.37461171329812926,-0.31087931493290716,0.5387396189271495,-0.6939730878554987,-0.9002341395186484,Graduate
-0.15968211351302047,-0.2693577879869185,-1.963488622985818,0.09483200900511457,-0.10572600419086509,-1.7896667428492532,-0.2824423108896146,-1.4715268805263029,-0.7864611714569072,-0.5501920153441097,0.5284156868074248,-0.4303628237699172,1.1776628169494385,Dropout
-0.15968211351302047,1.5039143162602948,0.14774700983074346,-1.1980395097579863,-0.10572600419086509,0.7657608350016586,-0.2824423108896146,-0.8080500236726171,0.2431624739400379,0.40705878630070047,0.28064131593404096,-0.6939730878554987,0.023275618911612492,Enrolled
-0.15968211351302047,-0.01603320166588802,0.8281406751338987,0.7412677683866652,0.8051441857612028,-1.7896667428492532,-0.2824423108896146,1.1823805468884399,-0.5805364423775181,-0.07156661452170462,0.5503540425618394,-0.6939730878554987,0.4850304981267429,Graduate
-0.15968211351302047,-0.01603320166588802,0.3876601499235345,-0.22838587068566066,-0.561161099166899,0.7657608350016586,-0.2824423108896146,-0.14457316681893145,-0.37461171329812926,-0.07156661452170462,0.38388063713128445,-0.4303628237699172,-0.43847926030351797,Graduate
-0.15968211351302047,-0.01603320166588802,0.6275732900163254,0.41804988869588977,0.34970909078516915,-0.4062111231161736,-0.2824423108896146,0.5189036900347545,0.03723774486064886,-0.31087931493290716,0.21181510180254498,-0.6939730878554987,1.4085402565570038,Enrolled
-0.15968211351302047,-2.0426298922341317,-1.963488622985818,-1.5212573894487615,-2.838336574047069,0.8891263042772197,-0.2824423108896146,-1.4715268805263029,0.2431624739400379,-1.9860682178113247,-2.1971023927998012,-0.29855769172712643,-1.8237438979489093,Graduate
-0.15968211351302047,0.2372913846551422,0.22931747746229245,0.7412677683866652,0.8051441857612028,-0.7498720732409514,-0.2824423108896146,1.1823805468884399,0.03723774486064886,1.3643095879455103,0.16449707958714194,-0.4303628237699172,0.7159079377343082,Enrolled
-0.15968211351302047,0.9972651436182338,0.5041893893971758,0.7412677683866652,0.8051441857612028,-0.7498720732409514,-0.2824423108896146,0.8506421184615972,-1.1983106296156851,0.8856841871231053,0.4576230094150298,-0.6939730878554987,0.4850304981267429,Graduate
-0.15968211351302047,-0.2693577879869185,0.39451481106904274,0.41804988869588977,-0.10572600419086509,0.8891263042772197,-0.2824423108896146,0.5189036900347545,0.03723774486064886,-0.07156661452170462,0.5645494492264601,-0.562167955812708,0.9467853773418734,Graduate
-0.15968211351302047,0.2372913846551422,0.7454734617190683,0.41804988869588977,0.8051441857612028,0.8891263042772197,-0.2824423108896146,0.8506421184615972,0.03723774486064886,-0.07156661452170462,0.5483752889055592,-0.562167955812708,0.4850304981267429,Graduate
-0.15968211351302047,0.9972651436182338,0.14774700983074346,0.09483200900511457,-0.10572600419086509,0.14012166938988363,-0.2824423108896146,-0.14457316681893145,0.44908720301942695,-0.07156661452170462,0.19804985897624605,-0.6939730878554987,0.023275618911612492,Enrolled
-0.15968211351302047,0.2372913846551422,0.5864453231432757,0.41804988869588977,-0.10572600419086509,-0.4062111231161736,-0.2824423108896146,0.5189036900347545,0.2431624739400379,0.1677460858894979,0.15159216443748644,-0.29855769172712643,0.023275618911612492,Graduate
-0.15968211351302047,-0.2693577879869185,0.531608033979209,0.09483200900511457,-0.561161099166899,-1.3755112388527264,-0.2824423108896146,-0.14457316681893145,-0.7864611714569072,0.1677460858894979,0.418293744197032,-0.6939730878554987,-0.9002341395186484,Enrolled
-0.15968211351302047,-0.522682374307949,0.4036543592630538,0.09483200900511457,-0.561161099166899,-0.4062111231161736,-0.2824423108896146,0.1871652616079113,0.44908720301942695,-0.5501920153441097,0.28064131593404096,-0.4303628237699172,-0.20760182069595273,Graduate
-0.15968211351302047,-0.2693577879869185,0.6691582342990761,0.41804988869588977,0.34970909078516915,-0.4062111231161736,-0.2824423108896146,0.5189036900347545,0.655011932098816,0.1677460858894979,0.4733547155022282,-0.562167955812708,0.4850304981267429,Enrolled
-0.15968211351302047,2.263888075223386,0.06549107608464355,0.09483200900511457,-0.10572600419086509,-0.4062111231161736,-0.2824423108896146,0.1871652616079113,-0.9923859005362963,1.6036222883567133,0.2511443670205428,-0.29855769172712643,-1.3619890187337789,Enrolled
-0.15968211351302047,0.2372913846551422,0.608380238808902,0.41804988869588977,-0.10572600419086509,1.545606837207885,-0.2824423108896146,-0.14457316681893145,2.9201839519720956,-0.31087931493290716,0.45270685126278,-0.4303628237699172,-1.1311115791262136,Graduate
-0.15968211351302047,-0.01603320166588802,0.6275732900163254,-0.5516037503764358,-0.561161099166899,1.545606837207885,-0.2824423108896146,-0.8080500236726171,-0.16868698421874018,0.1677460858894979,0.14298888767104986,-0.6939730878554987,-0.20760182069595273,Enrolled
-0.15968211351302047,-0.01603320166588802,0.7955124880812791,0.41804988869588977,-0.10572600419086509,0.7877903830865802,-0.2824423108896146,0.5189036900347545,-0.37461171329812926,-0.5501920153441097,0.418293744197032,-0.562167955812708,-1.592866458341344,Graduate
-0.15968211351302047,0.2372913846551422,0.6138639677253089,0.09483200900511457,-0.561161099166899,0.347199421388147,-0.2824423108896146,0.1871652616079113,0.44908720301942695,-0.5501920153441097,0.36323277289183586,1.414909024829154,1.639417696164569,Graduate
-0.15968211351302047,-0.2693577879869185,-0.04418350224348951,-1.5212573894487615,0.34970909078516915,1.545606837207885,-0.2824423108896146,-1.13978845209946,-0.16868698421874018,-0.31087931493290716,-2.1971023927998012,1.8103244209575262,-2.0546213375564744,Dropout
-0.15968211351302047,-2.0426298922341317,-1.963488622985818,-1.5212573894487615,-0.561161099166899,0.14012166938988363,-0.2824423108896146,-1.4715268805263029,-1.4042353586950742,-1.9860682178113247,-2.1971023927998012,2.601155213214271,-0.6693566999110832,Dropout
-0.15968211351302047,-0.01603320166588802,0.339677521904976,-1.1980395097579863,-0.561161099166899,-0.4062111231161736,-0.2824423108896146,-0.8080500236726171,-0.16868698421874018,0.40705878630070047,-0.13231596885493271,4.182816797727761,-0.20760182069595273,Dropout
-0.15968211351302047,-0.7760069606289794,0.262905317075283,0.09483200900511457,-0.561161099166899,0.14012166938988363,-0.2824423108896146,0.1871652616079113,-0.7864611714569072,-0.07156661452170462,0.0741626735395539,2.073934685043108,1.639417696164569,Graduate
6.262442160865185,0.7439405572972037,0.339677521904976,-0.5516037503764358,-0.10572600419086509,0.7877903830865802,0.23884462418575242,-0.4763115952457742,-0.16868698421874018,1.1249968875343082,0.21181510180254498,-0.4303628237699172,-0.43847926030351797,Dropout
-0.15968211351302047,-0.7760069606289794,-1.963488622985818,-0.22838587068566066,-0.561161099166899,-0.7498720732409514,-0.2824423108896146,-1.4715268805263029,-0.9923859005362963,-0.5501920153441097,0.435500297729906,-0.6939730878554987,1.1776628169494385,Dropout
-0.15968211351302047,-0.7760069606289794,1.069013467787061,0.09483200900511457,-0.561161099166899,1.545606837207885,-0.2824423108896146,0.1871652616079113,0.03723774486064886,-0.7895047157553121,0.858781514638604,-0.16675255968433564,-0.20760182069595273,Graduate
-0.15968211351302047,0.2372913846551422,0.7893432930503212,0.09483200900511457,0.8051441857612028,0.8891263042772197,-0.2824423108896146,0.8506421184615972,-0.9923859005362963,0.1677460858894979,0.6787321384706118,-0.16675255968433564,0.4850304981267429,Graduate
-0.15968211351302047,-0.2693577879869185,0.6851524436385954,-0.22838587068566066,-0.10572600419086509,0.7877903830865802,-0.2824423108896146,0.1871652616079113,-0.37461171329812926,-0.31087931493290716,0.48711995832852756,-0.4303628237699172,1.1776628169494385,Dropout
-0.15968211351302047,-2.0426298922341317,-1.963488622985818,-1.5212573894487615,-0.561161099166899,-0.4062111231161736,-0.2824423108896146,-1.4715268805263029,0.44908720301942695,-1.9860682178113247,-2.1971023927998012,0.7558833646152001,1.639417696164569,Dropout
-0.15968211351302047,0.7439405572972037,0.7875153834115194,-0.874821630067211,-0.561161099166899,0.14012166938988363,-0.2824423108896146,-0.4763115952457742,-0.37461171329812926,0.1677460858894979,0.17740199473679744,0.09685770440124629,1.639417696164569,Enrolled
-0.15968211351302047,-0.01603320166588802,0.5699941363940555,0.41804988869588977,-0.10572600419086509,0.8891263042772197,-0.2824423108896146,0.1871652616079113,0.44908720301942695,-0.5501920153441097,0.21181510180254498,-0.6939730878554987,0.023275618911612492,Graduate
-0.15968211351302047,0.2372913846551422,0.6796687147221886,0.41804988869588977,0.8051441857612028,0.8891263042772197,-0.2824423108896146,0.8506421184615972,0.03723774486064886,-0.07156661452170462,0.5938005902323457,-0.16675255968433564,0.4850304981267429,Graduate
-0.15968211351302047,-0.2693577879869185,0.5864453231432757,0.41804988869588977,-0.10572600419086509,0.7877903830865802,0.7601315592611195,0.5189036900347545,0.44908720301942695,-0.5501920153441097,0.17740199473679744,-0.29855769172712643,-1.592866458341344,Graduate
-0.15968211351302047,-0.2693577879869185,0.4996196153001703,0.09483200900511457,-0.10572600419086509,-0.7498720732409514,-0.2824423108896146,0.5189036900347545,0.44908720301942695,-0.31087931493290716,0.3494675300655365,-0.562167955812708,0.023275618911612492,Graduate
-0.15968211351302047,-0.522682374307949,0.7555269647324806,0.41804988869588977,-0.10572600419086509,0.7877903830865802,-0.2824423108896146,0.5189036900347545,0.03723774486064886,-0.5501920153441097,0.6247723865915187,0.09685770440124629,0.25415305851917774,Graduate
-0.15968211351302047,0.49061597097617293,0.30768910322593734,0.41804988869588977,0.8051441857612028,-1.3755112388527264,-0.2824423108896146,0.5189036900347545,-0.16868698421874018,0.40705878630070047,0.24622820886829297,-0.562167955812708,0.4850304981267429,Enrolled
-0.15968211351302047,0.9972651436182338,0.14774700983074346,-0.22838587068566066,-0.10572600419086509,-1.3755112388527264,-0.2824423108896146,-0.4763115952457742,0.03723774486064886,0.646371486711903,0.6935986007230146,-0.4303628237699172,1.1776628169494385,Enrolled
-0.15968211351302047,-0.7760069606289794,1.069013467787061,0.09483200900511457,-0.561161099166899,0.14012166938988363,-0.2824423108896146,0.1871652616079113,0.8609366611782048,-0.31087931493290716,0.8410833452905049,-0.562167955812708,-0.43847926030351797,Graduate
-0.15968211351302047,0.49061597097617293,0.14774700983074346,0.09483200900511457,-0.561161099166899,-1.3755112388527264,-0.2824423108896146,0.1871652616079113,0.44908720301942695,0.8856841871231053,-0.008428783418240998,0.4922731005296186,1.639417696164569,Dropout
-0.15968211351302047,0.49061597097617293,0.6458066886633776,0.7412677683866652,0.8051441857612028,-1.7896667428492532,-0.2824423108896146,1.1823805468884399,-0.37461171329812926,0.1677460858894979,0.4962967868793938,-0.6939730878554987,0.4850304981267429,Graduate
-0.15968211351302047,-0.522682374307949,-1.963488622985818,-1.5212573894487615,-0.10572600419086509,0.7877903830865802,-0.2824423108896146,-1.4715268805263029,-0.7864611714569072,0.40705878630070047,-2.1971023927998012,2.073934685043108,0.25415305851917774,Dropout
